target,user
1047225,5688723
1047153,2584996
1047063,5824450
1046927,5872967
1046876,5938671
1046822,5492488
1046475,5795052
1046433,3698695
1046249,5461153
1046228,1373671
1046208,4712329
1046090,2781393
1045856,5266328
1045746,4384391
1045653,5070601
1045605,1792385
1045436,5518611
1044990,5927288
1044987,5927255
1044973,4201376
1044910,5923943
1044528,5656199
1044456,2262054
1052902,0
1047167,0
1046226,0
1042455,0
1244330,2745125
1244558,3355848
1022285,443651
1022340,2262596
1022278,2689207
1254061,4713932
1037018,2262596
1027917,3773993
1022610,4303493
1042201,2497784
1043199,75976
1214501,1830129
1008746,113660
1008884,4338270
1008892,113660
1008901,4338270
1008977,3757004
1009314,2352583
1009318,113660
1009334,2352583
1009436,2688640
1009574,4338270
1010287,4338270
1010687,113660
1010842,4338270
1011137,4338270
1011141,4338270
1012050,1968272
1007459,2658675
1007840,2352583
1007886,4338270
1007925,2658675
1009439,2688640
1010682,113660
1010717,2658675
1007429,1497263
1007874,4338270
1007880,4338270
1007923,2352583
1008058,4338270
1008102,5691194
1008126,5659684
1009442,2688640
1010290,4338270
1012410,1333985
1007859,1182060
1011714,847793
1010756,1405188
1009026,5694003
1009444,2688640
1008399,1539995
1008890,0
1009437,2688640
1010131,1539995
1021451,1476971
1007443,2497784
1007963,1238844
1008074,4338270
1008146,2352583
1009431,2688640
1192671,5276846
1029951,2536288
1025244,3273905
1010018,4795735
1009930,5773599
1009900,4412798
1008691,4095298
1007716,3801992
1007680,3544701
1007472,1526334
1007439,2006644
1011166,0
1044948,846065
1044920,1675850
1045896,4338270
1045916,4051350
1065132,4051350
1066885,4338270
1048158,2903737
1056814,1440116
1056867,443651
1052694,3154376
1051406,4508453
1051413,443651
1057447,690886
1057712,75976
1046139,172860
1044466,2745910
1043544,2490236
1043918,75976
1045014,3394758
1041729,37166
1041791,1155353
1043071,4317484
1041823,1155353
1041841,1695531
1041752,2490236
1041802,1155353
1041741,2675447
1041813,1155353
1041722,2062758
1041810,1155353
1041717,761268
1041790,1155353
1049336,4949388
1041797,1243482
1041811,1155353
1041768,1238844
1041801,1155353
1041733,1723677
1041803,1155353
1041730,75976
1041804,1155353
1041716,933480
1041795,1155353
1055081,2863607
1053970,1749250
1052547,4847459
1051687,3343850
1044988,5927255
1044154,1814625
1043877,187301
1043300,4287302
1042195,2497784
1042187,396181
1042129,172860
1041881,1014468
1041868,644036
1041865,2058044
1041864,1622856
1041860,690886
1041824,846065
1052570,0
1045291,0
1043240,0
1041783,0
1041800,1155353
1046143,172860
1046235,443651
1046246,172860
1044880,849438
1043295,3652230
1043651,443651
1044583,3355848
1044805,443651
1044493,58279
1044737,443651
1045007,3394758
1040359,2781854
1040389,1723677
1040419,2781854
1041745,1723677
1045112,849438
1045009,3394758
1044290,2931152
1043302,2809468
1041544,3063341
1041833,1723677
1041184,5759457
1041107,2121254
1041301,1723677
1040827,4910848
1040824,1182060
1040940,1723677
1041335,1182060
1040623,4287302
1040511,1223471
1042077,1723677
1040509,4822473
1040454,2596066
1040480,1723677
1040393,3686759
1040410,1723677
1040346,5337747
1040319,2490236
1040298,2497784
1040255,2745910
1040246,2006644
1040244,1622856
1040284,1723677
1040328,1622856
1040237,2781854
1042783,2931152
1040854,2062758
1040756,530572
1040924,1723677
1041113,530572
1041835,1723677
1040300,4338270
1045751,4910848
1045327,4213746
1044579,3355848
1043732,1377638
1043594,1328185
1043522,834077
1043497,2497784
1047996,2596066
1042913,1622856
1042831,2497784
1041812,113660
1042909,1532198
1043006,644036
1043366,1532198
1042916,473234
1042952,1532198
1041911,1155353
1042894,1532198
1041875,690886
1042891,1532198
1041094,4390179
1042888,1532198
1042944,4390179
1043374,1532198
1040344,5337747
1041021,1532198
1040295,1723677
1041022,1532198
1041832,1723677
1043376,1532198
1040292,2497784
1041023,1532198
1040285,4338270
1040270,1622856
1041037,1532198
1041880,1622856
1040267,2781854
1041028,1532198
1040261,4338270
1041026,1532198
1040256,113660
1040293,1723677
1040754,1532198
1040778,113660
1040808,1532198
1040810,1532198
1041041,1723677
1042945,1532198
1045554,5850891
1045012,3394758
1045834,317344
1046428,3355848
1042947,1532198
1043154,3355848
1042936,2039816
1043152,3355848
1042025,3652230
1042042,3355848
1042020,834077
1042043,3355848
1042002,3355848
1042009,3355848
1041874,644036
1041895,3355848
1041799,2586938
1041809,3355848
1041776,2490236
1041789,3355848
1040741,443651
1040768,443651
1040925,2745910
1040956,443651
1040958,456596
1040978,836846
1040996,443651
1041008,836846
1041012,37166
1041014,443651
1041020,836846
1041024,443651
1041038,2745910
1041061,2745910
1041083,836846
1041106,317344
1041386,836846
1041029,59561
1041036,37166
1041039,75976
1041040,59561
1041049,37166
1041055,59561
1041058,37166
1041068,443651
1041070,75976
1041075,2745910
1041093,443651
1041136,59561
1041142,443651
1041152,59561
1041173,2745910
1041187,75976
1041189,59561
1041196,37166
1041474,113660
1041486,23196
1041775,4244482
1042089,2970010
1040858,2062758
1040892,456596
1041207,5563932
1041226,456596
1040928,1243482
1040939,37166
1040944,75976
1040950,2745910
1040611,443651
1041313,3924325
1041400,4712534
1040765,4390179
1041375,698363
1041422,75976
1041760,4244482
1040613,521899
1041481,4379128
1040648,2043680
1040651,0
1040962,2745910
1040005,150865
1040012,2675447
1040019,37166
1040055,4287302
1040063,864216
1040065,113660
1040076,150865
1040081,864216
1040088,690886
1040096,864216
1040097,150865
1040101,690886
1040106,864216
1040111,113660
1040121,690886
1040134,1155353
1040162,1243482
1040382,75976
1040507,4338270
1040590,37166
1040634,651378
1040003,443651
1040007,1238844
1040011,690886
1040556,37166
1039989,1155353
1040024,5168115
1039988,1622856
1039995,690886
1040109,1622856
1040548,530572
1040027,5325169
1040243,2979319
1040247,113660
1040368,3686759
1040594,75976
1040632,37166
1040720,37166
1040607,3514793
1040583,5264912
1040563,651378
1040183,3654943
1040595,75976
1040105,113660
1040562,5563932
1040593,75976
1040867,3686759
1041928,5563932
1040136,3686759
1040538,37166
1040877,3686759
1043008,5404539
1041742,612360
1041713,836846
1041731,37166
1041756,836846
1041408,5903753
1040381,5168883
1040163,1364892
1040053,2970010
1043112,703066
1043276,834077
1041912,1622856
1043010,834077
1041909,1155353
1041914,834077
1041905,3652230
1041923,834077
1045013,3394758
1044262,3652230
1044505,834077
1043201,4010658
1044016,834077
1043191,75976
1043285,834077
1042208,4928806
1042008,2781854
1043014,834077
1041999,2497784
1043012,834077
1041889,113660
1041899,834077
1041907,113660
1041926,834077
1041995,113660
1042100,834077
1043912,534308
1043883,5091800
1043719,347724
1042698,4338270
1042708,548996
1042597,1622856
1042654,548996
1042591,37166
1042625,317344
1042652,548996
1043359,5659204
1044444,3355848
1051760,5659204
1042021,2497784
1042037,1904629
1042046,2497784
1042164,3307250
1045109,849438
1045015,3394758
1044584,3355848
1043183,75976
1043141,2477041
1042011,113660
1042018,1904629
1042084,1904629
1041239,317344
1041670,2062758
1041720,2062758
1041830,317344
1040054,1243482
1040074,317344
1040082,556875
1040093,1243482
1040098,556875
1040123,317344
1040085,1265131
1040047,2191934
1043135,75976
1043409,317344
1042699,4338270
1040213,4338270
1042694,4338270
1042732,317344
1040080,2006644
1046925,4338270
1041788,1243482
1041793,761268
1047075,2931152
1041773,1238844
1041792,761268
1041826,113660
1041828,761268
1041867,2058044
1041883,1622856
1041878,644036
1042142,4338270
1041778,2490236
1040048,1723677
1040269,1155353
1040010,2062758
1040271,1155353
1040420,4338270
1040425,1155353
1040226,1666670
1040274,1155353
1040211,2708740
1040275,1155353
1040199,4131169
1040424,1155353
1040172,3015190
1040428,1155353
1040112,1622856
1040427,1155353
1040108,2497784
1040423,1155353
1040025,1408769
1040421,1155353
1040849,3492127
1040584,4287302
1040165,3654943
1040150,1364892
1040132,3981519
1040115,1440116
1040103,1905014
1040426,1155353
1040052,690886
1040038,644036
1043134,75976
1043174,2596066
1043192,75976
1040998,4987610
1040899,2781854
1043171,2745910
1042691,3355848
1042744,2596066
1040798,113660
1040822,836846
1040840,113660
1040856,836846
1040902,456596
1040907,836846
1041005,2596066
1042499,113660
1040016,2062758
1040087,113660
1040154,113660
1040184,260287
1040195,113660
1040215,113660
1040229,113660
1039998,113660
1041819,761268
1039955,113660
1040001,2970010
1040015,113660
1040148,3546073
1039969,761268
1041814,836846
1041011,4203334
1040254,4338270
1040589,651378
1040725,260287
1040398,2000147
1040422,260287
1040493,2000147
1040542,260287
1045974,3540817
1038046,1614257
1038139,1155353
1038065,443651
1038221,59561
1038223,690886
1038229,1243482
1038090,2062758
1037873,5264912
1037926,59561
1037953,496907
1037934,4822473
1037974,59561
1038101,2781854
1038108,59561
1037998,4203334
1038010,59561
1037942,2191934
1037950,59561
1037992,2191934
1037924,4822473
1038147,1155353
1038163,37166
1038164,59561
1038576,1155353
1038119,2243857
1038121,4610171
1038129,2243857
1038096,5834830
1038068,3997034
1037923,3162941
1037958,59561
1038004,698363
1038019,1243482
1038036,698363
1037914,1364892
1037916,59561
1037929,5337747
1037937,4947327
1037903,2702481
1037917,59561
1037892,5007869
1037907,0
1037910,5007869
1037920,59561
1039191,1765345
1039036,3924325
1039605,3924325
1039608,37166
1039620,59561
1040388,75976
1040396,1364892
1038224,1695531
1038243,530572
1038251,1695531
1038183,690886
1038203,59561
1038146,5222654
1038144,37166
1038165,59561
1038167,59561
1038079,3924325
1038072,698363
1038086,2062758
1038087,1243482
1038013,3350264
1038141,0
1037959,0
1037986,0
1037921,0
1041978,1305588
1041994,2497784
1041937,1622856
1041951,1305588
1041956,1622856
1041959,1305588
1042060,3802168
1042068,1622856
1042069,1622856
1042122,1305588
1041782,1723677
1044062,75976
1041772,3355848
1041751,2490236
1040787,113660
1040828,690886
1040820,1243482
1040833,2006644
1040908,456596
1041695,761268
1041710,2062758
1040182,2497784
1041577,2062758
1040153,1622856
1041579,2062758
1041596,75976
1041641,2062758
1041644,75976
1041653,2062758
1041703,2062758
1041711,37166
1041718,2062758
1041743,75976
1041508,5659204
1041518,113660
1041523,37166
1042468,113660
1040353,4338270
1040281,1723677
1040699,37166
1042305,769452
1042336,1723677
1040257,2745910
1042635,4390179
1040703,37166
1040696,471945
1042639,75976
1039966,2243857
1039976,1155353
1039985,4287302
1039987,557179
1040042,404016
1040125,3686759
1039397,2745910
1039468,113660
1039483,1155353
1039623,1860617
1039649,2745910
1039703,2745910
1039946,113660
1040002,4287302
1040312,2000147
1039968,690886
1039974,1155353
1039980,113660
1039982,113660
1039991,690886
1040501,4338270
1038984,0
1044518,2596066
1043275,2596066
1044162,1723677
1044328,2596066
1041888,1622856
1040000,443651
1040009,864216
1040029,3355848
1040197,3654943
1042101,846065
1042111,834077
1040973,75976
1041162,1138256
1039708,1243482
1039721,4712534
1039729,5264912
1039975,1243482
1040644,0
1040690,5264912
1039715,5264912
1039651,698363
1039939,5325169
1039798,4287302
1039602,933480
1039683,37166
1039717,933480
1039840,456596
1039932,933480
1039933,456596
1039782,5240400
1040643,0
1040694,5264912
1040709,0
1038122,75976
1038127,2243857
1038177,2745910
1038135,974295
1038137,443651
1038172,317344
1038600,3652230
1038142,37166
1038603,521899
1038152,456596
1039727,1024689
1038793,1328185
1038486,2586938
1038489,1238844
1038295,4321234
1040672,4338270
1040683,1690820
1039979,1323728
1039972,2243857
1040871,0
1040976,75976
1040883,3686759
1040498,4338270
1040519,761268
1040510,4822473
1040151,1243482
1040149,2497784
1040129,1622856
1040438,5007869
1040804,113660
1040851,3686759
1040451,1622856
1040491,4338270
1040380,5168883
1039992,2745125
1040008,4287302
1040013,2745125
1040021,4287302
1040351,2657176
1040581,4287302
1043572,1364892
1042848,1305588
1042706,75976
1042809,75976
1040735,453249
1040061,779205
1033437,557179
1033609,761268
1033696,113660
1034021,761268
1033342,2970010
1033587,5563932
1035104,554091
1035244,2970010
1034155,2191934
1033747,3446727
1033857,1829450
1034014,761268
1037865,3486681
1037880,456596
1034480,5748579
1034187,2970010
1034302,2970010
1038063,975432
1038066,656212
1037877,3486681
1034007,1079062
1034837,0
1034782,0
1043776,3220715
1043855,3924325
1040663,0
1034753,443651
1034941,75976
1035649,3616012
1038231,1860617
1036589,4117441
1036631,2970010
1037252,306452
1037341,2970010
1037345,306452
1035914,3446727
1035624,2970010
1036816,3686759
1037541,4822473
1040383,5381720
1034744,957334
1035648,2745910
1036930,5563932
1036968,2243857
1036979,1433386
1038284,4287302
1036964,2243857
1034608,2745125
1035114,5141448
1041457,644036
1041464,4317484
1040252,2745910
1040147,1622856
1040144,2657176
1041681,2675447
1041982,761268
1041870,690886
1041805,113660
1041839,836846
1041750,75976
1041767,836846
1034876,317344
1035000,764458
1035923,317344
1035940,2596066
1035980,2675447
1036040,317344
1036122,3307250
1037846,1532198
1038097,2745910
1035647,2745910
1034621,1155353
1034726,1377638
1034854,698363
1034791,4822473
1036815,3686759
1036059,3881702
1034813,1243482
1034711,1614257
1040932,443651
1040988,4987610
1040985,4987610
1040495,698363
1040526,761268
1040770,4203334
1040528,1440116
1038070,5338842
1038073,5240400
1038026,656212
1038028,5240400
1038032,656212
1038052,5240400
1036554,113660
1036843,2596066
1036999,1245811
1037495,5264912
1037493,4338270
1037492,5264912
1037464,2781854
1042170,862519
1026929,443651
1027251,113660
1027357,443651
1036847,3686759
1026851,113660
1026854,113660
1026832,5264912
1032108,75976
1031660,4735094
1027196,2435391
1027104,4822473
1026887,2236951
1026837,698363
1027895,3773993
1038704,113660
1040402,1582365
1040260,1905014
1040330,1223471
1040457,5264912
1040478,2062359
1040481,1223471
1040483,2062359
1040549,5264912
1041141,2062359
1040073,1243482
1040068,5264912
1040107,2062359
1040119,0
1040251,5264912
1040253,5264912
1040130,2062359
1038179,1522136
1040086,5325169
1038154,656212
1037480,5264912
1043463,5264912
1043476,2062359
1043498,5264912
1037752,5325169
1039930,456596
1039923,761268
1039928,3355848
1038230,113660
1038314,2745910
1037885,5007869
1037888,2490236
1036163,974295
1036185,0
1036187,0
1036193,0
1036396,1182060
1036660,5222654
1037930,2490236
1037927,5337747
1037931,2781854
1037933,5337747
1033193,764458
1036095,113660
1032768,2706866
1033195,764458
1031776,4114579
1032061,113660
1032850,862519
1035808,2745910
1036066,862519
1036241,113660
1034618,2662025
1031731,0
1038255,2000147
1036802,1223471
1036675,3566275
1037510,1440116
1037620,2745910
1037734,2545270
1037774,5264912
1038321,4131169
1037499,5264912
1037519,1243482
1037531,5264912
1037534,1666670
1037616,113660
1035666,2745125
1037984,5325169
1038123,75976
1038149,2126027
1038200,1860617
1038301,75976
1037356,4287302
1025555,456596
1025563,2689207
1026328,72177
1027253,113660
1028102,2689207
1025885,72177
1025892,2689207
1036379,974295
1037737,3686759
1032783,75976
1032974,2689207
1033339,75976
1031159,3773993
1032198,690886
1032205,690886
1032237,3652230
1032382,1538601
1032050,2745125
1035296,1614257
1035725,5805398
1019200,113660
1019431,761268
1019448,113660
1019868,1182060
1021589,113660
1022013,113660
1022036,113660
1022355,113660
1022409,761268
1025280,113660
1013934,113660
1013976,761268
1014000,113660
1014007,113660
1018654,113660
1022025,113660
1022289,3149580
1022305,113660
1022358,3149580
1022377,113660
1022422,3149580
1023610,443651
1023616,113660
1014186,113660
1018958,113660
1028014,2236951
1028363,986924
1023897,113660
1021546,113660
1019931,113660
1019935,113660
1020124,3355848
1020361,113660
1020489,113660
1021041,113660
1021240,5264912
1022609,4257469
1015851,2413209
1020766,113660
1021290,5264912
1021483,698363
1021508,113660
1022511,4257469
1020429,113660
1020246,113660
1020757,4203334
1020761,113660
1020763,4203334
1014855,1900244
1013947,5264912
1014167,113660
1022076,862519
1022122,113660
1022155,862519
1022413,2352583
1022496,862519
1022562,4822473
1022170,113660
1022411,190923
1022838,5264912
1024646,5264912
1025658,5264912
1028555,5848951
1013904,1440116
1032295,113660
1032247,113660
1028539,113660
1027906,3773993
1025703,1759145
1025256,113660
1025267,3451735
1025284,113660
1025288,3451735
1025291,113660
1023253,2830398
1023342,113660
1023811,5264912
1023852,3451735
1023930,5264912
1023943,5264912
1019512,1692137
1019405,4998173
1016478,1182060
1018664,113660
1018689,1182060
1019281,2708740
1013967,4203334
1031269,0
1031605,113660
1019513,0
1016337,0
1015904,0
1034640,113660
1032666,1614257
1032717,764458
1032762,2191934
1016754,113660
1018785,5264912
1013032,113660
1014617,5264912
1009290,113660
1010033,113660
1014416,113660
1014570,113660
1014764,5659684
1015206,113660
1015213,113660
1018642,113660
1028650,113660
1031635,113660
1018266,113660
1018774,5264912
1018775,5264912
1018779,5264912
1018780,5264912
1018786,113660
1018810,5264912
1013790,113660
1011187,113660
1011171,113660
1011757,5659204
1016547,113660
1017992,5264912
1013612,113660
1016473,1489975
1018647,113660
1010312,2352583
1010475,113660
1010503,2352583
1010660,113660
1009834,113660
1020452,113660
1035895,113660
1034653,113660
1028546,113660
1019058,5264912
1017940,113660
1015201,5052048
1015131,113660
1010170,1320281
1034210,2745125
1030525,1538607
1033129,4338270
1030197,3063341
1031100,2931152
1019759,974295
1019777,862519
1019834,974295
1020030,3355848
1020047,862519
1020470,3160024
1021946,3149580
1019702,1614257
1019158,2708740
1032211,1202828
1019099,5264912
1019104,3654943
1019223,5264912
1019226,113660
1019308,5264912
1025722,4998173
1032920,3383436
1012839,5264912
1013006,1155353
1013834,5264912
1012338,2820596
1012441,2352583
1014517,4010658
1013015,512750
1013266,2352583
1013322,512750
1013386,2352583
1031524,1615779
1012899,3654943
1012766,2596066
1012556,2236951
1031522,0
1006798,5659684
1007208,1489975
1007298,5659204
1015016,3355848
1016506,5659204
1018635,2000147
1018721,5691194
1018751,3355848
1018763,5691194
1018769,3355848
1018784,5691194
1006921,814543
1009028,3307250
1009960,814543
1007213,5659684
1008608,2688640
1036196,5445078
1018307,1860617
1014503,5585251
1009238,0
1032131,306452
1033679,2413209
1032049,954117
1033688,2413209
1021986,113660
1022068,3355848
1023385,113660
1034746,2000147
1016202,991320
1016368,3355848
1034728,2000147
1023535,113660
1023564,113660
1023566,3355848
1023569,3355848
1023813,113660
1023827,113660
1023047,4853752
1018655,2000147
1018673,113660
1018804,1501167
1016423,113660
1016431,3355848
1016564,113660
1016609,3355848
1026127,5464718
1026136,113660
1026226,5464718
1026249,113660
1026317,5464718
1026926,5464718
1027349,5464718
1027351,113660
1027353,5464718
1027354,113660
1027358,5464718
1027362,113660
1027367,5464718
1027394,5464718
1027405,113660
1027435,5464718
1027444,113660
1027630,5464718
1027656,113660
1015621,190923
1016382,3355848
1016783,190923
1006800,5659204
1007250,306452
1007304,5264912
1010580,441339
1015694,4822473
1016375,5659204
1018346,0
1006985,5659684
1011675,1155353
1011738,5659204
1012178,1155353
1012585,5659204
1012916,1155353
1012979,1155353
1013305,5659204
1013824,1501167
1016374,5659204
1016440,1501167
1017868,548996
1020083,521899
1021623,5659204
1021846,5691194
1021997,521899
1023040,3355848
1023043,5691194
1024996,3355848
1026137,1155353
1033489,5659204
1034517,5659204
1006523,1489975
1006525,1489975
1006792,5691194
1007265,5264912
1007277,5264912
1007318,5264912
1006504,727004
1013801,306452
1023405,5264912
